,titles,author,pages,genres,pub_date,publisher,google_ratings,total_google_ratings,maturity,price,ebook,index,id,book_id,books_count,original_publication_year,original_title,short_title,language_code,goodbook_rating,ratings_count,work_ratings_count,work_text_reviews_count,main_tag,secondary_tag,minor_tag
2318,Fairy Tales from the Brothers Grimm: A New English Version,Philip Pullman,432,Fiction,2012-09-27,Penguin UK,4.0,17,NOT_MATURE,,False,4528,4529,13554713,36,2012.0,Grimm Tales for Young and Old,Fairy Tales from the Brothers Grimm: A New English Version,eng,4.11,17219,18829,812,adult,fantasy,wish-list
2319,Faith,Jennifer Haigh,352,Fiction,2011-05-10,Harper Collins,5.0,1,NOT_MATURE,10.99,True,9064,9065,9592213,15,2011.0,Faith,Faith,en-US,3.83,10610,11866,1702,fiction,religion,adult-fiction
2320,"Faith of the Fallen (Sword of Truth, #6)",Terry Goodkind,544,Fiction,2010-12-14,Macmillan,4.0,37,NOT_MATURE,8.99,True,1758,1759,121127,45,2000.0,"Faith of the Fallen  (Sword of Truth, #6)","Faith of the Fallen (Sword of Truth, #6)",en-US,4.11,53676,56403,987,fantasy,sword-of-truth,fiction
2321,Faithful,Alice Hoffman,272,Fiction,2016-11-01,Simon and Schuster,4.0,35,NOT_MATURE,12.99,True,8281,8282,29430788,14,2017.0,,Faithful,eng,4.02,12442,15377,2481,fiction,netgalley,contemporary
2322,"Faithful Place (Dublin Murder Squad, #3)",Tana French,416,Fiction,2010-07-13,Penguin,4.0,124,NOT_MATURE,12.99,True,1910,1911,7093952,65,2010.0,Faithful Place,"Faithful Place (Dublin Murder Squad, #3)",eng,3.97,55355,61097,5736,mystery,fiction,crime
2323,"Faithless (Grant County, #5)",Karin Slaughter,496,Fiction,2016-06-28,Dell,3.5,21,NOT_MATURE,,False,5770,5771,21722,61,2005.0,Faithless,"Faithless (Grant County, #5)",en-US,4.11,16833,19382,658,karin-slaughter,mystery,crime
2324,"Faking It (Dempseys, #2)",Jennifer Crusie,352,Fiction,2011-03-29,St. Martin's Press,4.0,31,NOT_MATURE,7.99,True,9170,9171,33729,38,2002.0,Faking It ,"Faking It (Dempseys, #2)",eng,3.9,15216,16386,737,romance,chick-lit,contemporary-romance
2325,"Faking It (Losing It, #2)",Cora Carmack,352,Fiction,2013-06-04,Harper Collins,4.0,13,NOT_MATURE,3.99,True,5853,5854,16172634,29,2013.0,Faking It,"Faking It (Losing It, #2)",eng,3.96,27707,29813,2532,new-adult,romance,contemporary
2326,"Fall From Grace (Mad World, #1)",Christine Zolendz,,,2014,,3.5,5,NOT_MATURE,,False,9121,9122,15768536,3,2012.0,,"Fall From Grace (Mad World, #1)",en-GB,4.03,20488,20547,1387,paranormal,angels,romance
2327,"Fall of Giants (The Century Trilogy, #1)",Ken Follett,942,Fiction,2012,Penguin,4.5,19,NOT_MATURE,,False,439,440,7315573,140,2010.0,Fall of Giants,"Fall of Giants (The Century Trilogy, #1)",eng,4.26,168911,190478,11859,historical-fiction,fiction,historical
2328,Fall on Your Knees,Ann-Marie MacDonald,512,Fiction,2011-01-25,Simon and Schuster,4.0,70,NOT_MATURE,13.99,True,1805,1806,5174,63,1996.0,Fall on Your Knees,Fall on Your Knees,eng,3.95,50446,53947,2655,fiction,historical-fiction,canadian
2329,"Fallen (Fallen, #1)",Lauren Kate,452,Juvenile Fiction,2010-09,Ember,4.0,87,NOT_MATURE,,False,223,224,6487308,97,2009.0,Fallen,"Fallen (Fallen, #1)",en-US,3.74,395296,408108,17725,young-adult,fantasy,angels
2330,"Fallen (Will Trent, #5)",Karin Slaughter,407,Fiction,2012-10-16,Bantam,5.0,4,NOT_MATURE,,False,5116,5117,9635495,53,2011.0,Fallen,"Fallen (Will Trent, #5)",eng,4.23,19777,23512,1309,mystery,thriller,crime
2331,"Fallen Crest Family (Fallen Crest High, #2)",Tijan,266,Fiction,2016-05-26,EverAfter Romance,5.0,1,NOT_MATURE,,False,7704,7705,17191012,9,2013.0,,"Fallen Crest Family (Fallen Crest High, #2)",en-US,4.28,21259,21335,1064,romance,new-adult,series
2332,"Fallen Crest High (Fallen Crest High, #1)",Tijan,354,Fiction,2016-05-26,EverAfter Romance,3.0,5,NOT_MATURE,,False,4184,4185,16134551,14,2012.0,Fallen Crest High,"Fallen Crest High (Fallen Crest High, #1)",en-GB,4.13,37150,37807,2472,romance,new-adult,young-adult
2333,"Fallen Crest Public (Fallen Crest High, #3)",Tijan,354,Fiction,2016-05-26,EverAfter Romance,3.0,5,NOT_MATURE,,False,8990,8991,18110808,9,2013.0,,"Fallen Crest Public (Fallen Crest High, #3)",eng,4.47,15319,17978,1029,romance,new-adult,series
2334,"Fallen Hearts (Casteel, #3)",V.C. Andrews,416,Fiction,2011-02-08,Simon and Schuster,3.5,10,NOT_MATURE,7.99,True,8727,8728,563458,38,1984.0,"Fallen Hearts (Casteel, #3)","Fallen Hearts (Casteel, #3)",eng,3.89,12450,12873,112,fiction,vc-andrews,young-adult
2335,"Fallen Too Far (Rosemary Beach, #1; Too Far, #1)",Abbi Glines,272,Fiction,2014-01-20,Simon and Schuster,3.5,17,NOT_MATURE,9.99,True,811,812,16070903,47,2012.0,"Fallen Too Far (Too Far, #1)","Fallen Too Far (Rosemary Beach, #1; Too Far, #1)",eng,4.21,138871,143547,7995,romance,contemporary,series
2336,"Fallen in Love (Fallen, #3.5)",Lauren Kate,201,Angels,2012,Random House,3.0,25,NOT_MATURE,,False,4455,4456,12588363,56,2012.0,Fallen in Love,"Fallen in Love (Fallen, #3.5)",eng,3.77,30759,33324,1652,young-adult,angels,fantasy
2337,Falling Angels,Tracy Chevalier,336,Fiction,2002-09-24,Penguin,4.0,41,NOT_MATURE,10.99,True,6298,6299,2872,52,2001.0,Falling Angels,Falling Angels,eng,3.55,18465,19931,1260,historical-fiction,historical,england
2338,"Falling Free (Vorkosigan Saga, #4)",Lois McMaster Bujold,320,Fiction,2008-01-29,Baen,3.5,21,NOT_MATURE,,False,8969,8970,61915,33,1987.0,Falling Free,"Falling Free (Vorkosigan Saga, #4)",eng,3.82,12258,13812,495,science-fiction,sci-fi,fiction
2339,"Falling Kingdoms (Falling Kingdoms, #1)",Morgan Rhodes,412,Juvenile Fiction,2014-03-11,Penguin,3.5,38,NOT_MATURE,,False,4499,4500,12954620,41,2012.0,Falling Kingdoms,"Falling Kingdoms (Falling Kingdoms, #1)",eng,3.83,32623,36097,5702,fantasy,young-adult,magic
2340,Falling Leaves: The Memoir of an Unwanted Chinese Daughter,Adeline Yen Mah,278,Biography & Autobiography,1997,Broadway,4.5,4,NOT_MATURE,,False,4758,4759,54529,49,1997.0,Falling Leaves: The Memoir of an Unwanted Chinese Daughter,Falling Leaves: The Memoir of an Unwanted Chinese Daughter,eng,3.88,19598,21301,1636,non-fiction,memoir,china
2341,Falling Man,Don DeLillo,256,Fiction,2007-05-15,Simon and Schuster,3.5,8,NOT_MATURE,11.99,True,9631,9632,28700,56,2007.0,Falling Man,Falling Man,eng,3.2,9081,10399,1207,fiction,1001-books,9-11
2342,"Falling Under (Falling Under, #1)",Gwen Hayes,336,Young Adult Fiction,2011-03-01,Penguin,3.5,37,NOT_MATURE,9.99,True,9691,9692,7948945,11,2011.0,Falling Under,"Falling Under (Falling Under, #1)",eng,3.78,15637,15873,1304,young-adult,paranormal,fantasy
2343,Falling Up,Shel Silverstein,171,"Children's poetry, American",1998-08,HarperCollins UK,4.0,1246,NOT_MATURE,,False,785,786,30120,24,1996.0,Falling Up,Falling Up,en-US,4.33,111779,114990,1281,childhood,childrens-books,humor
2344,Falling into Place,Amy Zhang,320,Young Adult Fiction,2014-09-09,Harper Collins,3.5,7,NOT_MATURE,9.49,True,8118,8119,18163646,16,2014.0,Falling Into Place,Falling into Place,,3.88,12411,13919,2165,young-adult,contemporary,realistic-fiction
2345,"Falling into You (Falling, #1)",Jasinda Wilder,368,Fiction,2014-11-13,Nla Digital LLC,4.0,11,NOT_MATURE,,False,3144,3145,17448960,27,2013.0,Falling Into You,"Falling into You (Falling, #1)",eng,4.04,43246,48373,4232,series,young-adult,made-me-cry
2346,"Fallout (Crank, #3)",Ellen Hopkins,663,Juvenile Fiction,2013-08-06,Simon and Schuster,4.5,23,NOT_MATURE,,False,4125,4126,7171876,11,2010.0,"Fallout (Crank, #3)","Fallout (Crank, #3)",eng,4.29,25592,26362,1448,young-adult,poetry,ellen-hopkins
2347,False Impression,Jeffrey Archer,384,Fiction,2010-04-01,St. Martin's Press,3.5,44,NOT_MATURE,9.99,True,8198,8199,78971,53,2005.0,False Impression,False Impression,en-US,3.67,10338,12252,739,fiction,jeffrey-archer,thriller
2348,False Memory,Dean Koontz,751,Fiction,2012-06,Bantam,3.5,25,NOT_MATURE,,False,2656,2657,182425,54,1999.0,False Memory,False Memory,en-US,3.87,36882,38019,995,horror,dean-koontz,fiction
2349,"Fame (Firstborn, #1)",Karen Kingsbury,368,Fiction,2011-11-15,"Tyndale House Publishers, Inc.",4.0,23,NOT_MATURE,14.99,True,9616,9617,182683,24,2005.0,Fame,"Fame (Firstborn, #1)",en-US,4.34,10509,11011,282,christian-fiction,karen-kingsbury,christian
2350,Family Matters,Rohinton Mistry,480,Fiction,2011-02-18,Emblem Editions,4.0,19,NOT_MATURE,,False,5447,5448,19661,41,2001.0,Family Matters,Family Matters,eng,3.99,16790,17802,808,fiction,india,1001-books
2351,Family Pictures ,Jane Green,352,Fiction,2013-03-19,St. Martin's Press,3.5,21,NOT_MATURE,9.99,True,7698,7699,14759321,21,2013.0,Family Pictures,Family Pictures ,eng,3.62,12089,14152,1662,chick-lit,fiction,first-reads
2352,Fancy Nancy,Jane O'Connor,32,Juvenile Fiction,2011-06-28,HarperCollins,4.0,3,NOT_MATURE,4.99,True,4981,4982,426625,29,2005.0,Fancy Nancy,Fancy Nancy,,4.15,21619,21741,792,picture-books,childrens,children-s-books
2353,"Fang (Maximum Ride, #6)",James Patterson,336,Young Adult Fiction,2010-03-15,jimmy patterson,3.5,78,NOT_MATURE,8.99,True,2686,2687,6431790,40,2010.0,Fang,"Fang (Maximum Ride, #6)",eng,4.07,48964,51208,2533,young-adult,fantasy,maximum-ride
2354,Fangirl,Rainbow Rowell,448,Young Adult Fiction,2013-09-10,St. Martin's Griffin,4.0,185,NOT_MATURE,9.99,True,323,324,16068905,80,2013.0,,Fangirl,eng,4.12,340379,371730,39353,young-adult,contemporary,romance
2355,Fantastic Beasts and Where to Find Them,Newt Scamander,160,Juvenile Fiction,2017-12-07,Harry Potter (Hardcover),4.0,65,NOT_MATURE,,False,468,469,41899,123,2001.0,Fantastic Beasts and Where to Find Them,Fantastic Beasts and Where to Find Them,eng,3.95,185928,209465,6523,harry-potter,young-adult,fiction
2356,Fantastic Beasts and Where to Find Them: The Original Screenplay,J.K. Rowling,304,Performing Arts,2016-11-18,Pottermore,4.0,26,NOT_MATURE,12.99,True,4640,4641,30065028,49,2016.0,Fantastic Beasts and Where to Find Them: The Original Screenplay,Fantastic Beasts and Where to Find Them: The Original Screenplay,eng,4.41,18290,42210,4692,,,
2357,Fantastic Mr. Fox,Roald Dahl,43,Children's plays,1985,Dramatic Publishing,4.5,7,NOT_MATURE,,False,1661,1662,6693,183,1970.0,Fantastic Mr Fox,Fantastic Mr. Fox,eng,4.03,66015,75149,2813,childrens,fiction,children
2358,Fantastic Voyage,Isaac Asimov,208,Fiction,2011-04-13,Bantam,3.5,19,NOT_MATURE,6.99,True,5099,5100,83539,52,1966.0,Fantastic Voyage,Fantastic Voyage,,3.89,20415,21127,303,science-fiction,sci-fi,fiction
2359,Fantasy Lover (Dark-Hunterverse #1),Sherrilyn Kenyon,352,Fiction,2002-02-18,St. Martin's Paperbacks,4.0,108,NOT_MATURE,8.99,True,1839,1840,84136,49,2002.0,Fantasy Lover,Fantasy Lover (Dark-Hunterverse #1),eng,4.17,70274,74975,3081,paranormal-romance,romance,paranormal
2360,"Fantasy in Death (In Death, #30)",J.D. Robb,368,Fiction,2010-02-23,Penguin,4.0,24,NOT_MATURE,7.99,True,9675,9676,6542645,41,2010.0,Fantasy In Death,"Fantasy in Death (In Death, #30)",eng,4.25,14244,16368,884,mystery,romance,jd-robb
2361,Far from the Madding Crowd,Thomas Hardy,423,Fiction,1993-01-01,Wordsworth Editions,4.0,75,NOT_MATURE,,False,1087,1088,31463,789,1874.0,Far from the Madding Crowd,Far from the Madding Crowd,eng,3.92,87427,97459,4277,fiction,clàssics,classic
2362,"Far from the Tree: Parents, Children, and the Search for Identity",Andrew Solomon,976,Family & Relationships,2014-09-16,Simon and Schuster,4.5,19,NOT_MATURE,,False,7274,7275,13547504,30,2012.0,"Far from the Tree: Parents, Children, and the Search for Identity","Far from the Tree: Parents, Children, and the Search for Identity",eng,4.26,11879,13240,1875,non-fiction,psychology,parenting
2363,"Farewell, My Lovely (Philip Marlowe, #2)",Raymond Chandler,656,Fiction,1939,Everyman's Library,4.0,11,NOT_MATURE,,False,4443,4444,2050,132,1940.0,"Farewell, My Lovely","Farewell, My Lovely (Philip Marlowe, #2)",eng,4.17,21864,24020,1145,mystery,noir,classics
2364,Fargo Rock City: A Heavy Metal Odyssey in Rural North Dakota,Chuck Klosterman,288,Biography & Autobiography,2012-12-11,Simon and Schuster,2.0,19,NOT_MATURE,,False,7256,7257,24476,21,2001.0,Fargo Rock City: A Heavy Metal Odyssey in Rural North Dakota,Fargo Rock City: A Heavy Metal Odyssey in Rural North Dakota,en-US,3.8,11376,11665,532,music,non-fiction,memoir
2365,"Farmer Boy (Little House, #3)",Laura Ingalls Wilder,384,Juvenile Fiction,2007-01-01,Zondervan,4.0,58,NOT_MATURE,,False,3233,3234,8252,62,1933.0,Farmer Boy,"Farmer Boy (Little House, #3)",,4.05,39863,45289,1525,childrens,classics,young-adult
2366,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,362,Business & Economics,2012,Houghton Mifflin Harcourt,4.0,89,NOT_MATURE,,False,397,398,1097,61,2001.0,Fast Food Nation : The Dark Side of the All-American Meal ,Fast Food Nation: The Dark Side of the All-American Meal,eng,3.73,179347,183361,5063,non-fiction,food,health
2367,Fatal Vision,Joe McGinniss,976,True Crime,2012-08-29,Penguin,4.0,21,NOT_MATURE,9.99,True,5224,5225,333907,20,1983.0,Fatal Vision,Fatal Vision,eng,4.1,18395,18803,361,true-crime,non-fiction,crime
2368,"Fatal Voyage (Temperance Brennan, #4)",Kathy Reichs,448,Fiction,2002-06-25,Simon and Schuster,4.0,29,NOT_MATURE,,False,2969,2970,128759,74,2001.0,Fatal Voyage,"Fatal Voyage (Temperance Brennan, #4)",,4.04,35970,39167,869,mystery,kathy-reichs,crime
2369,"Fate (My Blood Approves, #2)",Amanda Hocking,286,,2016-05-03,Createspace Independent Publishing Platform,,,NOT_MATURE,,False,6782,6783,8177526,24,2010.0,Fate,"Fate (My Blood Approves, #2)",en-GB,3.99,18021,19564,691,,,
2370,"Fated (Alex Verus, #1)",Benedict Jacka,304,Fiction,2012-02-28,Penguin,3.5,43,NOT_MATURE,7.99,True,8707,8708,11737387,13,2012.0,Fated,"Fated (Alex Verus, #1)",eng,3.89,12609,14854,1203,urban-fantasy,fantasy,magic
2371,Fates and Furies,Lauren Groff,368,Fiction,2015-09-15,Penguin,3.5,87,NOT_MATURE,4.99,True,1219,1220,24612118,50,2015.0,Fates and Furies,Fates and Furies,eng,3.56,66085,77785,10342,fiction,contemporary,literary-fiction
2372,"Father Mine (Black Dagger Brotherhood, #6.5)",J.R. Ward,90,Fiction,2008-10-07,Penguin,4.5,4,NOT_MATURE,3.99,True,4848,4849,5153799,9,2008.0,,"Father Mine (Black Dagger Brotherhood, #6.5)",eng,4.51,32178,32564,1222,paranormal,paranormal-romance,vampires
2373,Fatherland,Robert   Harris,380,Fiction,1993-04-01,Harper Collins,4.0,33,NOT_MATURE,,False,4862,4863,56842,92,1992.0,Fatherland,Fatherland,eng,3.96,18917,23562,1404,fiction,historical-fiction,alternate-history
2374,Fathers and Sons,Ivan Turgenev,219,Fiction,2015-09-04,Xist Publishing,3.5,22,NOT_MATURE,1.99,True,2130,2131,19117,493,1862.0,???? ? ????,Fathers and Sons,eng,3.94,41870,49363,1485,classics,fiction,russian
2375,Faust,Johann Wolfgang von Goethe,268,English poetry,1839,,3.5,6,NOT_MATURE,,True,5852,5853,406373,951,1832.0, Faust. Der Tragödie erster und zweiter Teil ,Faust,eng,3.97,15864,20799,831,classics,fiction,poetry
2376,Faust: First Part,Johann Wolfgang von Goethe,285,Drama,2009-04-30,Penguin UK,,,NOT_MATURE,,False,2296,2297,14706,260,1808.0,Faust. Eine Tragödie,Faust: First Part,eng,3.93,43276,48935,815,classics,fiction,plays
2377,"Fear (Gone, #5)",Michael  Grant,544,Young Adult Fiction,2012-04-03,Harper Collins,4.0,36,NOT_MATURE,6.74,True,3776,3777,8811134,35,2012.0,Fear,"Fear (Gone, #5)",en-US,4.25,33178,35940,1785,young-adult,dystopian,dystopia
2378,"Fear Nothing (Detective D.D. Warren, #7)",Lisa Gardner,480,Fiction,2014-01-07,Penguin,4.0,25,NOT_MATURE,9.99,True,7675,7676,18079661,36,2014.0,Fear Nothing,"Fear Nothing (Detective D.D. Warren, #7)",eng,4.1,5982,14645,1351,mystery,lisa-gardner,thriller
2379,"Fear Nothing (Moonlight Bay, #1)",Dean Koontz,448,Fiction,2007-06-15,Bantam,3.5,38,NOT_MATURE,9.99,True,3512,3513,32432,67,1998.0,Fear Nothing ,"Fear Nothing (Moonlight Bay, #1)",eng,3.99,28875,30240,848,horror,dean-koontz,fiction
2380,Fear and Loathing in Las Vegas,Hunter S. Thompson,224,Biography & Autobiography,2010-09-29,Vintage,4.5,13,NOT_MATURE,14.99,True,349,350,7745,98,1971.0,Fear and Loathing in Las Vegas: A Savage Journey to the Heart of the American Dream,Fear and Loathing in Las Vegas,eng,4.08,232489,242140,5021,fiction,non-fiction,classics
2381,Fear and Loathing on the Campaign Trail '72,Hunter S. Thompson,481,Biography & Autobiography,2012-06-26,Simon and Schuster,,,NOT_MATURE,,False,5121,5122,7748,22,1973.0,Fear and Loathing on the Campaign Trail '72,Fear and Loathing on the Campaign Trail '72,en-US,4.1,15306,16602,701,non-fiction,politics,history
2382,Fear and Trembling,Søren Kierkegaard,115,History,2006-07-20,Cambridge University Press,5.0,3,NOT_MATURE,,False,7391,7392,24965,137,1843.0,Frygt og Bæven,Fear and Trembling,eng,4.01,10983,13503,638,non-fiction,religion,classics
2383,Fear of Flying,Erica Jong,311,Fiction,2013-09-03,Open Road Media,3.0,80,NOT_MATURE,19.99,True,8188,8189,9654,94,1973.0,Fear of Flying,Fear of Flying,en-US,3.44,13061,14932,1277,fiction,feminism,classics
2384,"Fearless (The Lost Fleet, #2)",Jack Campbell,320,Imaginary wars and battles,2011-01-01,Titan Publishing Company,,,NOT_MATURE,,False,8134,8135,96594,27,2007.0,"Fearless (The Lost Fleet, #2)","Fearless (The Lost Fleet, #2)",,3.97,12733,14477,457,science-fiction,sci-fi,space-opera
2385,"Fearless Fourteen (Stephanie Plum, #14)",Janet Evanovich,320,Fiction,2008-06-17,St. Martin's Press,3.5,171,NOT_MATURE,8.99,True,1820,1821,2292384,39,2008.0,Fearless Fourteen,"Fearless Fourteen (Stephanie Plum, #14)",en-US,4.02,70806,75011,3147,mystery,janet-evanovich,fiction
2386,Fearless: The Heroic Story of One Navy SEAL's Sacrifice in the Hunt for Osama Bin Laden and the Unwavering Devotion of the Woman Who Loved Him,Eric Blehm,257,History,2012,Waterbrook Press,4.5,59,NOT_MATURE,,False,8181,8182,12878300,16,2012.0,,Fearless: The Heroic Story of One Navy SEAL's Sacrifice in the Hunt for Osama Bin Laden and the Unwavering Devotion of the Woman Who Loved Him,,4.53,7793,10382,1220,biography,non-fiction,military
2387,"Feast of Fools (The Morganville Vampires, #4)",Rachel Caine,256,Young Adult Fiction,2008-06-03,Penguin,4.5,4,NOT_MATURE,7.99,True,3335,3336,2295829,41,2008.0,Feast of Fools,"Feast of Fools (The Morganville Vampires, #4)",eng,4.17,43435,45953,1227,vampires,young-adult,paranormal
2388,Feed,M.T. Anderson,299,Juvenile Fiction,2012,Candlewick Press,3.5,237,NOT_MATURE,,False,2760,2761,169756,32,2002.0,Feed,Feed,eng,3.54,42426,44867,5504,young-adult,science-fiction,sci-fi
2389,"Feed (Newsflesh Trilogy, #1)",Mira Grant,608,Fiction,2010-05-01,Orbit,4.0,161,NOT_MATURE,7.99,True,2818,2819,7094569,28,2010.0,Feed,"Feed (Newsflesh Trilogy, #1)",en-US,3.86,38956,41899,5228,zombies,horror,science-fiction
2390,Feel the Fear and Do It Anyway,Susan  Jeffers,217,Fear,2007,Random House,4.5,6,NOT_MATURE,,False,4464,4465,653396,67,1987.0,Feel The Fear And Do It Anyway: How to Turn Your Fear and Indecision into Confidence and Action,Feel the Fear and Do It Anyway,en-US,4.01,18278,20087,672,self-help,non-fiction,self-improvement
2391,Feeling Good: The New Mood Therapy,David D. Burns,736,Self-Help,2012-11-20,Harper Collins,4.0,13,NOT_MATURE,8.99,True,5004,5005,46674,42,1980.0, Feeling Good: The New Mood Therapy,Feeling Good: The New Mood Therapy,en-US,3.95,17065,18208,540,self-improvement,health,mental-health
2392,"Feet of Clay (Discworld, #19; City Watch, #3)",Terry Pratchett,416,Fiction,2008-12-16,Random House,4.0,47,NOT_MATURE,,False,2270,2271,34527,73,1996.0,Feet of Clay,"Feet of Clay (Discworld, #19; City Watch, #3)",,4.26,46370,53657,1047,fantasy,discworld,fiction
2393,Fences (The Century Cycle #6),August Wilson,97,Drama,1986,"Samuel French, Inc.",4.0,7,NOT_MATURE,,False,8308,8309,539282,17,1986.0,Fences (The Century Cycle #6),Fences (The Century Cycle #6),eng,3.84,11991,12834,882,plays,drama,classics
2394,"Feral Sins (The Phoenix Pack, #1)",Suzanne Wright,415,Fiction,2013,,,,NOT_MATURE,,False,8251,8252,13522957,14,2012.0,Feral Sins,"Feral Sins (The Phoenix Pack, #1)",eng,4.12,21978,25674,2199,paranormal,romance,paranormal-romance
2395,Fermat's Enigma: The Epic Quest to Solve the World's Greatest Mathematical Problem,Simon Singh,336,Mathematics,2017-03-01,Anchor,,,NOT_MATURE,9.99,True,5268,5269,38412,80,1997.0,Fermat's Enigma: The Epic Quest to Solve the World's Greatest Mathematical Problem,Fermat's Enigma: The Epic Quest to Solve the World's Greatest Mathematical Problem,eng,4.22,15738,18750,780,science,non-fiction,mathematics
2396,"Festive in Death (In Death, #39)",J.D. Robb,368,Fiction,2015,Penguin,3.5,14,NOT_MATURE,,False,9487,9488,20821249,29,2014.0,Festive in Death,"Festive in Death (In Death, #39)",eng,4.26,9784,14096,1171,mystery,romance,j-d-robb
2397,"Fever (Breathless, #2)",Maya Banks,416,Fiction,2013-04-02,Penguin,3.0,14,MATURE,5.99,True,3548,3549,16033906,44,2013.0,Fever,"Fever (Breathless, #2)",en-GB,4.01,39102,42617,2273,romance,maya-banks,bdsm
2398,"Fever (The Chemical Garden, #2)",Lauren DeStefano,341,Juvenile Fiction,2012-02-21,Simon and Schuster,3.5,65,NOT_MATURE,,False,3955,3956,11112619,30,2012.0,Fever,"Fever (The Chemical Garden, #2)",eng,3.79,37188,38997,3219,dystopian,young-adult,dystopia
2399,Fever 1793,Laurie Halse Anderson,272,Juvenile Fiction,2011-08-16,Simon and Schuster,4.0,53,NOT_MATURE,8.99,True,1323,1324,781110,27,2000.0,Fever 1793,Fever 1793,en-US,3.89,81945,83612,4773,historical-fiction,young-adult,historical
